Abstract;RCT?
"Effect of Renal Denervation and Catheter Ablation vs Catheter Ablation Alone on Atrial Fibrillation Recurrence Among Patients With Paroxysmal Atrial Fibrillation and Hypertension: The ERADICATE-AF Randomized Clinical Trial.IMPORTANCE: Renal denervation can reduce cardiac sympathetic activity that may result in an antiarrhythmic effect on atrial fibrillation. OBJECTIVE: To determine whether renal denervation when added to pulmonary vein isolation enhances long-term antiarrhythmic efficacy. DESIGN, SETTING, AND PARTICIPANTS: The Evaluate Renal Denervation in Addition to Catheter Ablation to Eliminate Atrial Fibrillation (ERADICATE-AF) trial was an investigator-initiated, multicenter, single-blind, randomized clinical trial conducted at 5 referral centers for catheter ablation of atrial fibrillation in the Russian Federation, Poland, and Germany. A total of 302 patients with hypertension despite taking at least 1 antihypertensive medication, paroxysmal atrial fibrillation, and plans for ablation were enrolled from April 2013 to March 2018. Follow-up concluded in March 2019. INTERVENTIONS: Patients were randomized to either pulmonary vein isolation alone (n = 148) or pulmonary vein isolation plus renal denervation (n = 154). Complete pulmonary vein isolation to v an end point of elimination of all pulmonary vein potentials; renal denervation using an irrigated-tip ablation catheter delivering radiofrequency energy to discrete sites in a spiral pattern from distal to proximal in both renal arteries. MAIN OUTCOMES AND MEASURES: The primary end point was freedom from atrial fibrillation, atrial flutter, or atrial tachycardia at 12 months. Secondary end points included procedural complications within 30 days and blood pressure control at 6 and 12 months. RESULTS: Of the 302 randomized patients (median age, 60 years [interquartile range, 55-65 years]; 182 men [60.3%]), 283 (93.7%) completed the trial. All successfully underwent their assigned procedures. Freedom from atrial fibrillation, flutter, or tachycardia at 12 months was observed in 84 of 148 (56.5%) of those undergoing pulmonary vein isolation alone and in 111 of 154 (72.1%) of those undergoing pulmonary vein isolation plus renal denervation (hazard ratio, 0.57; 95% CI, 0.38 to 0.85; P = .006). Of 5 prespecified secondary end points, 4 are reported and 3 differed between groups. Mean systolic blood pressure from baseline to 12 months decreased from 151 mm Hg to 147 mm Hg in the isolation-only group and from 150 mm Hg to 135 mm Hg in the renal denervation group (between-group difference, -13 mm Hg; 95% CI, -15 to -11 mm Hg; P < .001). Procedural complications occurred in 7 patients (4.7%) in the isolation-only group and 7 (4.5%) of the renal denervation group. CONCLUSIONS AND RELEVANCE: Among patients with paroxysmal atrial fibrillation and hypertension, renal denervation added to catheter ablation, compared with catheter ablation alone, significantly increased the likelihood of freedom from atrial fibrillation at 12 months. The lack of a formal sham-control renal denervation procedure should be considered in interpreting the results of this trial. TRIAL REGISTRATION: ClinicalTrials.gov Identifier: NCT01873352.";TRUE
Does medicine run in the family-evidence from three generations of physicians in Sweden: retrospective observational study.OBJECTIVE: To examine occupational heritability in medicine and changes in heritability over time, with Swedish population wide administrative data that allowed mapping family trees of physicians spanning up to three generations. DESIGN: Retrospective observational study. SETTING: Individual level administrative registry data from Sweden. PARTICIPANTS: Physicians born in 1950-90 and living in Sweden at some time during 2001-16 (n=47 400). MAIN OUTCOME MEASURES: The proportion of individuals with a completed medical degree with at least one parent who also trained in medicine, and the change in this proportion across birth cohorts. Additional analyses were conducted among other relatives (grandparents, aunts and uncles, and siblings) and for individuals with a law degree. RESULTS: For 27 788 physicians, where the educational background for both parents was known, 14% had a parent who was also a physician and 2% had two parents who were physicians. The proportion of physicians with at least one physician parent increased significantly over time, from 6% for physicians born in 1950-59 to 20% for physicians born in 1980-90 (P<0.001). The same pattern of increasing occupational heritability was not seen for individuals with law degrees. CONCLUSIONS: In recent cohorts of physicians in Sweden, one in five had a parent who was also a physician, more than triple the proportion seen for physicians born three decades earlier. A similar pattern was not seen in lawyers, suggesting that increasing occupational heritability in medicine does not reflect intergenerational persistence of high paying degrees alone. Rather, for physicians in Sweden, medicine might increasingly run in families.;FALSE
Association of Convalescent Plasma Treatment With Clinical Outcomes in Patients With COVID-19: A Systematic Review and Meta-analysis.IMPORTANCE: Convalescent plasma is a proposed treatment for COVID-19. OBJECTIVE: To assess clinical outcomes with convalescent plasma treatment vs placebo or standard of care in peer-reviewed and preprint publications or press releases of randomized clinical trials (RCTs). DATA SOURCES: PubMed, the Cochrane COVID-19 trial registry, and the Living Overview of Evidence platform were searched until January 29, 2021. STUDY SELECTION: The RCTs selected compared any type of convalescent plasma vs placebo or standard of care for patients with confirmed or suspected COVID-19 in any treatment setting. DATA EXTRACTION AND SYNTHESIS: Two reviewers independently extracted data on relevant clinical outcomes, trial characteristics, and patient characteristics and used the Cochrane Risk of Bias Assessment Tool. The primary analysis included peer-reviewed publications of RCTs only, whereas the secondary analysis included all publicly available RCT data (peer-reviewed publications, preprints, and press releases). Inverse variance-weighted meta-analyses were conducted to summarize the treatment effects. The certainty of the evidence was assessed using the Grading of Recommendations Assessment, Development, and Evaluation. MAIN OUTCOMES AND MEASURES: All-cause mortality, length of hospital stay, clinical improvement, clinical deterioration, mechanical ventilation use, and serious adverse events. RESULTS: A total of 1060 patients from 4 peer-reviewed RCTs and 10 722 patients from 6 other publicly available RCTs were included. The summary risk ratio (RR) for all-cause mortality with convalescent plasma in the 4 peer-reviewed RCTs was 0.93 (95% CI, 0.63 to 1.38), the absolute risk difference was -1.21% (95% CI, -5.29% to 2.88%), and there was low certainty of the evidence due to imprecision. Across all 10 RCTs, the summary RR was 1.02 (95% CI, 0.92 to 1.12) and there was moderate certainty of the evidence due to inclusion of unpublished data. Among the peer-reviewed RCTs, the summary hazard ratio was 1.17 (95% CI, 0.07 to 20.34) for length of hospital stay, the summary RR was 0.76 (95% CI, 0.20 to 2.87) for mechanical ventilation use (the absolute risk difference for mechanical ventilation use was -2.56% [95% CI, -13.16% to 8.05%]), and there was low certainty of the evidence due to imprecision for both outcomes. Limited data on clinical improvement, clinical deterioration, and serious adverse events showed no significant differences. CONCLUSIONS AND RELEVANCE: Treatment with convalescent plasma compared with placebo or standard of care was not significantly associated with a decrease in all-cause mortality or with any benefit for other clinical outcomes. The certainty of the evidence was low to moderate for all-cause mortality and low for other outcomes.;FALSE
"Effect of screening by clinical breast examination on breast cancer incidence and mortality after 20 years: prospective, cluster randomised controlled trial in Mumbai.OBJECTIVE: To test the efficacy of screening by clinical breast examination in downstaging breast cancer at diagnosis and in reducing mortality from the disease, when compared with no screening. DESIGN: Prospective, cluster randomised controlled trial. SETTING: 20 geographically distinct clusters located in Mumbai, India, randomly allocated to 10 screening and 10 control clusters; total trial duration was 20 years (recruitment began in May 1998; database locked in March 2019 for analysis). PARTICIPANTS: 151 538 women aged 35-64 with no history of breast cancer. INTERVENTIONS: Women in the screening arm (n=75 360) received four screening rounds of clinical breast examination (conducted by trained female primary health workers) and cancer awareness every two years, followed by five rounds of active surveillance every two years. Women in the control arm (n=76 178) received one round of cancer awareness followed by eight rounds of active surveillance every two years. MAIN OUTCOME MEASURES: Downstaging of breast cancer at diagnosis and reduction in mortality from breast cancer. RESULTS: Breast cancer was detected at an earlier age in the screening group than in the control group (age 55.18 (standard deviation 9.10) v 56.50 (9.10); P=0.01), with a significant reduction in the proportion of women with stage III or IV disease (37% (n=220) v 47% (n=271), P=0.001). A non-significant 15% reduction in breast cancer mortality was observed in the screening arm versus control arm in the overall study population (age 35-64; 20.82 deaths per 100 000 person years (95% confidence interval 18.25 to 23.97) v 24.62 (21.71 to 28.04); rate ratio 0.85 (95% confidence interval 0.71 to 1.01); P=0.07). However, a post hoc subset analysis showed nearly 30% relative reduction in breast cancer mortality in women aged 50 and older (24.62 (20.62 to 29.76) v 34.68 (27.54 to 44.37); 0.71 (0.54 to 0.94); P=0.02), but no significant reduction in women younger than 50 (19.53 (17.24 to 22.29) v 21.03 (18.97 to 23.44); 0.93 (0.79 to 1.09); P=0.37). A 5% reduction in all cause mortality was seen in the screening arm versus the control arm, but it was not statistically significant (rate ratio 0.95 (95% confidence interval 0.81 to 1.10); P=0.49). CONCLUSIONS: These results indicate that clinical breast examination conducted every two years by primary health workers significantly downstaged breast cancer at diagnosis and led to a non-significant 15% reduction in breast cancer mortality overall (but a significant reduction of nearly 30%in mortality in women aged ≥50). No significant reduction in mortality was seen in women younger than 50 years. Clinical breast examination should be considered for breast cancer screening in low and middle income countries. TRIAL REGISTRATION: Clinical Trials Registry of India CTRI/2010/091/001205; ClinicalTrials.gov NCT00632047.";TRUE
"Liquefied Petroleum Gas or Biomass for Cooking and Effects on Birth Weight.BACKGROUND: Exposure during pregnancy to household air pollution caused by the burning of solid biomass fuel is associated with adverse health outcomes, including low birth weight. Whether the replacement of a biomass cookstove with a liquefied petroleum gas (LPG) cookstove would result in an increase in birth weight is unclear. METHODS: We performed a randomized, controlled trial involving pregnant women (18 to <35 years of age and at 9 to <20 weeks' gestation as confirmed on ultrasonography) in Guatemala, India, Peru, and Rwanda. The women were assigned in a 1:1 ratio to use a free LPG cookstove and fuel (intervention group) or to continue using a biomass cookstove (control group). Birth weight, one of four prespecified primary outcomes, was the primary outcome for this report; data for the other three outcomes are not yet available. Birth weight was measured within 24 hours after birth. In addition, 24-hour personal exposures to fine particulate matter (particles with a diameter of ≤2.5 μm [PM2.5]), black carbon, and carbon monoxide were measured at baseline and twice during pregnancy. RESULTS: A total of 3200 women underwent randomization; 1593 were assigned to the intervention group, and 1607 to the control group. Uptake of the intervention was nearly complete, with traditional biomass cookstoves being used at a median rate of less than 1 day per month. After randomization, the median 24-hour personal exposure to fine particulate matter was 23.9 μg per cubic meter in the intervention group and 70.7 μg per cubic meter in the control group. Among 3061 live births, a valid birth weight was available for 94.9% of the infants born to women in the intervention group and for 92.7% of infants born to those in the control group. The mean (±SD) birth weight was 2921±474.3 g in the intervention group and 2898±467.9 g in the control group, for an adjusted mean difference of 19.6 g (95% confidence interval, -10.1 to 49.2). CONCLUSIONS: The birth weight of infants did not differ significantly between those born to women who used LPG cookstoves and those born to women who used biomass cookstoves. (Funded by the National Institutes of Health and the Bill and Melinda Gates Foundation; HAPIN ClinicalTrials.gov number, NCT02944682.).";TRUE
Extracorporeal membrane oxygenation support in COVID-19: an international cohort study of the Extracorporeal Life Support Organization registry.BACKGROUND: Multiple major health organisations recommend the use of extracorporeal membrane oxygenation (ECMO) support for COVID-19-related acute hypoxaemic respiratory failure. However, initial reports of ECMO use in patients with COVID-19 described very high mortality and there have been no large, international cohort studies of ECMO for COVID-19 reported to date. METHODS: We used data from the Extracorporeal Life Support Organization (ELSO) Registry to characterise the epidemiology, hospital course, and outcomes of patients aged 16 years or older with confirmed COVID-19 who had ECMO support initiated between Jan 16 and May 1, 2020, at 213 hospitals in 36 countries. The primary outcome was in-hospital death in a time-to-event analysis assessed at 90 days after ECMO initiation. We applied a multivariable Cox model to examine whether patient and hospital factors were associated with in-hospital mortality. FINDINGS: Data for 1035 patients with COVID-19 who received ECMO support were included in this study. Of these, 67 (6%) remained hospitalised, 311 (30%) were discharged home or to an acute rehabilitation centre, 101 (10%) were discharged to a long-term acute care centre or unspecified location, 176 (17%) were discharged to another hospital, and 380 (37%) died. The estimated cumulative incidence of in-hospital mortality 90 days after the initiation of ECMO was 37·4% (95% CI 34·4-40·4). Mortality was 39% (380 of 968) in patients with a final disposition of death or hospital discharge. The use of ECMO for circulatory support was independently associated with higher in-hospital mortality (hazard ratio 1·89, 95% CI 1·20-2·97). In the subset of patients with COVID-19 receiving respiratory (venovenous) ECMO and characterised as having acute respiratory distress syndrome, the estimated cumulative incidence of in-hospital mortality 90 days after the initiation of ECMO was 38·0% (95% CI 34·6-41·5). INTERPRETATION: In patients with COVID-19 who received ECMO, both estimated mortality 90 days after ECMO and mortality in those with a final disposition of death or discharge were less than 40%. These data from 213 hospitals worldwide provide a generalisable estimate of ECMO mortality in the setting of COVID-19. FUNDING: None.;FALSE
"A Trial of Hyperimmune Globulin to Prevent Congenital Cytomegalovirus Infection.BACKGROUND: Primary cytomegalovirus (CMV) infection during pregnancy carries a risk of congenital infection and possible severe sequelae. There is no established intervention for preventing congenital CMV infection. METHODS: In this multicenter, double-blind trial, pregnant women with primary CMV infection diagnosed before 24 weeks' gestation were randomly assigned to receive a monthly infusion of CMV hyperimmune globulin (at a dose of 100 mg per kilogram of body weight) or matching placebo until delivery. The primary outcome was a composite of congenital CMV infection or fetal or neonatal death if CMV testing of the fetus or neonate was not performed. RESULTS: From 2012 to 2018, a total of 206,082 pregnant women were screened for primary CMV infection before 23 weeks of gestation; of the 712 participants (0.35%) who tested positive, 399 (56%) underwent randomization. The trial was stopped early for futility. Data on the primary outcome were available for 394 participants; a primary outcome event occurred in the fetus or neonate of 46 of 203 women (22.7%) in the group that received hyperimmune globulin and of 37 of 191 women (19.4%) in the placebo group (relative risk, 1.17; 95% confidence interval [CI] 0.80 to 1.72; P = 0.42). Death occurred in 4.9% of fetuses or neonates in the hyperimmune globulin group and in 2.6% in the placebo group (relative risk, 1.88; 95% CI, 0.66 to 5.41), preterm birth occurred in 12.2% and 8.3%, respectively (relative risk, 1.47; 95% CI, 0.81 to 2.67), and birth weight below the 5th percentile occurred in 10.3% and 5.4% (relative risk, 1.92; 95% CI, 0.92 to 3.99). One participant in the hyperimmune globulin group had a severe allergic reaction to the first infusion. Participants who received hyperimmune globulin had a higher incidence of headaches and shaking chills while receiving infusions than participants who received placebo. CONCLUSIONS: Among pregnant women, administration of CMV hyperimmune globulin starting before 24 weeks' gestation did not result in a lower incidence of a composite of congenital CMV infection or perinatal death than placebo. (Funded by the Eunice Kennedy Shriver National Institute of Child Health and Human Development and the National Center for Advancing Translational Sciences; ClinicalTrials.gov number, NCT01376778.).";TRUE
"Risk of Adverse Pregnancy Outcomes Among Pregnant Individuals With Gestational Diabetes by Race and Ethnicity in the United States, 2014-2020.IMPORTANCE: Gestational diabetes, which increases the risk of adverse pregnancy outcomes, has been increasing in frequency across all racial and ethnic subgroups in the US. OBJECTIVE: To assess whether the frequency of adverse pregnancy outcomes among those in the US with gestational diabetes changed over time and whether the risk of these outcomes differed by maternal race and ethnicity. DESIGN, SETTING, AND PARTICIPANTS: Exploratory serial, cross-sectional, descriptive study using US National Center for Health Statistics natality data for 1 560 822 individuals with gestational diabetes aged 15 to 44 years with singleton nonanomalous live births from 2014 to 2020 in the US. EXPOSURES: Year of delivery and race and ethnicity, as reported on the birth certificate, stratified as non-Hispanic American Indian, non-Hispanic Asian/Pacific Islander, non-Hispanic Black, Hispanic/Latina, and non-Hispanic White (reference group). MAIN OUTCOMES AND MEASURES: Maternal outcomes of interest included cesarean delivery, primary cesarean delivery, preeclampsia or gestational hypertension, intensive care unit (ICU) admission, and transfusion; neonatal outcomes included large for gestational age (LGA), macrosomia (>4000 g at birth), small for gestational age (SGA), preterm birth, and neonatal ICU (NICU) admission, as measured by the frequency (per 1000 live births) with estimation of mean annual percentage change (APC), disparity ratios, and adjusted risk ratios. RESULTS: Of 1 560 822 included pregnant individuals with gestational diabetes (mean [SD] age, 31 [5.5] years), 1% were American Indian, 13% were Asian/Pacific Islander, 12% were Black, 27% were Hispanic/Latina, and 48% were White. From 2014 to 2020, there was a statistically significant increase in the overall frequency (mean APC per year) of preeclampsia or gestational hypertension (4.2% [95% CI, 3.3% to 5.2%]), transfusion (8.0% [95% CI, 3.8% to 12.4%]), preterm birth at less than 37 weeks (0.9% [95% CI, 0.3% to 1.5%]), and NICU admission (1.0% [95% CI, 0.3% to 1.7%]). There was a significant decrease in cesarean delivery (-1.4% [95% CI, -1.7% to -1.1%]), primary cesarean delivery (-1.2% [95% CI, -1.5% to -0.9%]), LGA (-2.3% [95% CI, -2.8% to -1.8%]), and macrosomia (-4.7% [95% CI, -5.3% to -4.0%]). There was no significant change in maternal ICU admission and SGA. In comparison with White individuals, Black individuals were at significantly increased risk of all assessed outcomes, except LGA and macrosomia; American Indian individuals were at significantly increased risk of all assessed outcomes except cesarean delivery and SGA; and Hispanic/Latina and Asian/Pacific Islander individuals were at significantly increased risk of maternal ICU admission, preterm birth, NICU admission, and SGA. Differences in adverse outcomes by race and ethnicity persisted through these years. CONCLUSIONS AND RELEVANCE: From 2014 through 2020, the frequency of multiple adverse pregnancy outcomes in the US increased among pregnant individuals with gestational diabetes. Differences in adverse outcomes by race and ethnicity persisted.";FALSE
"Efficacy and safety of dolutegravir with emtricitabine and tenofovir alafenamide fumarate or tenofovir disoproxil fumarate, and efavirenz, emtricitabine, and tenofovir disoproxil fumarate HIV antiretroviral therapy regimens started in pregnancy (IMPAACT 2010/VESTED): a multicentre, open-label, randomised, controlled, phase 3 trial.BACKGROUND: Antiretroviral therapy (ART) during pregnancy is important for both maternal health and prevention of perinatal HIV-1 transmission; however adequate data on the safety and efficacy of different ART regimens that are likely to be used by pregnant women are scarce. In this trial we compared the safety and efficacy of three antiretroviral regimens started in pregnancy: dolutegravir, emtricitabine, and tenofovir alafenamide fumarate; dolutegravir, emtricitabine, and tenofovir disoproxil fumarate; and efavirenz, emtricitabine, and tenofovir disoproxil fumarate. METHODS: This multicentre, open-label, randomised controlled, phase 3 trial was done at 22 clinical research sites in nine countries (Botswana, Brazil, India, South Africa, Tanzania, Thailand, Uganda, the USA, and Zimbabwe). Pregnant women (aged ≥18 years) with confirmed HIV-1 infection and at 14-28 weeks' gestation were eligible. Women who had previously taken antiretrovirals in the past were excluded (up to 14 days of ART during the current pregnancy was permitted), as were women known to be pregnant with multiple fetuses, or those with known fetal anomaly or a history of psychiatric illness. Participants were randomly assigned (1:1:1) using a central computerised randomisation system. Randomisation was done using permuted blocks (size six) stratified by gestational age (14-18, 19-23, and 24-28 weeks' gestation) and country. Participants were randomly assigned to receive either once-daily oral dolutegravir 50 mg, and once-daily oral fixed-dose combination emtricitabine 200 mg and tenofovir alafenamide fumarate 25 mg; once-daily oral dolutegravir 50 mg, and once-daily oral fixed-dose combination emtricitabine 200 mg and tenofovir disoproxil fumarate 300 mg; or once-daily oral fixed-dose combination of efavirenz 600 mg, emtricitabine 200 mg, and tenofovir disoproxil fumarate 300 mg. The primary efficacy outcome was the proportion of participants with viral suppression, defined as an HIV-1 RNA concentration of less than 200 copies per mL, at or within 14 days of delivery, assessed in all participants with an HIV-1 RNA result available from the delivery visit, with a prespecified non-inferiority margin of -10% in the combined dolutegravir-containing groups versus the efavirenz-containing group (superiority was tested in a pre-planned secondary analysis). Primary safety outcomes, compared pairwise among treatment groups, were the occurrence of a composite adverse pregnancy outcome (ie, either preterm delivery, the infant being born small for gestational age, stillbirth, or spontaneous abortion) in all participants with a pregnancy outcome, and the occurrence of grade 3 or higher maternal and infant adverse events in all randomised participants. This trial was registered with ClinicalTrials.gov, NCT03048422. FINDINGS: Between Jan 19, 2018, and Feb 8, 2019, we enrolled and randomly assigned 643 pregnant women: 217 to the dolutegravir, emtricitabine, and tenofovir alafenamide fumarate group, 215 to the dolutegravir, emtricitabine, and tenofovir disoproxil fumarate group, and 211 to the efavirenz, emtricitabine, and tenofovir disoproxil fumarate group. At enrolment, median gestational age was 21·9 weeks (IQR 18·3-25·3), the median HIV-1 RNA concentration among participants was 902·5 copies per mL (152·0-5182·5; 181 [28%] of 643 participants had HIV-1 RNA concentrations of <200 copies per mL), and the median CD4 count was 466 cells per μL (308-624). HIV-1 RNA concentrations at delivery were available for 605 (94%) participants. Of these, 395 (98%) of 405 participants in the combined dolutegravir-containing groups had viral suppression at delivery compared with 182 (91%) of 200 participants in the efavirenz, emtricitabine, and tenofovir disoproxil fumarate group (estimated difference 6·5% [95% CI 2·0 to 10·7], p=0·0052; excluding the non-inferiority margin of -10%). Significantly fewer participants in the dolutegravir, emtricitabine, and tenofovir alafenamide fumarate group (52 [24%] of 216) had a composite adverse pregnancy outcome than those in the dolutegravir, emtricitabine, and tenofovir disoproxil fumarate group (70 [33%] of 213; estimated difference -8·8% [95% CI -17·3 to -0·3], p=0·043) or the efavirenz, emtricitabine, and tenofovir disoproxil fumarate group (69 [33%] of 211; -8·6% [-17·1 to -0·1], p=0·047). The proportion of participants or infants with grade 3 or higher adverse events did not differ among the three groups. The proportion of participants who had a preterm delivery was significantly lower in the dolutegravir, emtricitabine, and tenofovir alafenamide fumarate group (12 [6%] of 208) than in the efavirenz, emtricitabine, and tenofovir disoproxil fumarate group (25 [12%] of 207; -6·3% [-11·8 to -0·9], p=0·023). Neonatal mortality was significantly higher in the efavirenz, emtricitabine, and tenofovir disoproxil fumarate group (ten [5%] of 207 infants) than in the dolutegravir, emtricitabine, and tenofovir alafenamide fumarate group (two [1%] of 208; p=0·019) or the dolutegravir, emtricitabine, and tenofovir disoproxil fumarate group (three [2%] of 202; p=0·050). INTERPRETATION: When started in pregnancy, dolutegravir-containing regimens had superior virological efficacy at delivery compared with the efavirenz, emtricitabine, and tenofovir disoproxil fumarate regimen. The dolutegravir, emtricitabine, and tenofovir alafenamide fumarate regimen had the lowest frequency of composite adverse pregnancy outcomes and of neonatal deaths. FUNDING: National Institute of Allergy and Infectious Diseases, the Eunice Kennedy Shriver National Institute of Child Health and Human Development, and the National Institute of Mental Health.";TRUE
"Tirzepatide Once Weekly for the Treatment of Obesity.BACKGROUND: Obesity is a chronic disease that results in substantial global morbidity and mortality. The efficacy and safety of tirzepatide, a novel glucose-dependent insulinotropic polypeptide and glucagon-like peptide-1 receptor agonist, in people with obesity are not known. METHODS: In this phase 3 double-blind, randomized, controlled trial, we assigned 2539 adults with a body-mass index (BMI; the weight in kilograms divided by the square of the height in meters) of 30 or more, or 27 or more and at least one weight-related complication, excluding diabetes, in a 1:1:1:1 ratio to receive once-weekly, subcutaneous tirzepatide (5 mg, 10 mg, or 15 mg) or placebo for 72 weeks, including a 20-week dose-escalation period. Coprimary end points were the percentage change in weight from baseline and a weight reduction of 5% or more. The treatment-regimen estimand assessed effects regardless of treatment discontinuation in the intention-to-treat population. RESULTS: At baseline, the mean body weight was 104.8 kg, the mean BMI was 38.0, and 94.5% of participants had a BMI of 30 or higher. The mean percentage change in weight at week 72 was -15.0% (95% confidence interval [CI], -15.9 to -14.2) with 5-mg weekly doses of tirzepatide, -19.5% (95% CI, -20.4 to -18.5) with 10-mg doses, and -20.9% (95% CI, -21.8 to -19.9) with 15-mg doses and -3.1% (95% CI, -4.3 to -1.9) with placebo (P<0.001 for all comparisons with placebo). The percentage of participants who had weight reduction of 5% or more was 85% (95% CI, 82 to 89), 89% (95% CI, 86 to 92), and 91% (95% CI, 88 to 94) with 5 mg, 10 mg, and 15 mg of tirzepatide, respectively, and 35% (95% CI, 30 to 39) with placebo; 50% (95% CI, 46 to 54) and 57% (95% CI, 53 to 61) of participants in the 10-mg and 15-mg groups had a reduction in body weight of 20% or more, as compared with 3% (95% CI, 1 to 5) in the placebo group (P<0.001 for all comparisons with placebo). Improvements in all prespecified cardiometabolic measures were observed with tirzepatide. The most common adverse events with tirzepatide were gastrointestinal, and most were mild to moderate in severity, occurring primarily during dose escalation. Adverse events caused treatment discontinuation in 4.3%, 7.1%, 6.2%, and 2.6% of participants receiving 5-mg, 10-mg, and 15-mg tirzepatide doses and placebo, respectively. CONCLUSIONS: In this 72-week trial in participants with obesity, 5 mg, 10 mg, or 15 mg of tirzepatide once weekly provided substantial and sustained reductions in body weight. (Supported by Eli Lilly; SURMOUNT-1 ClinicalTrials.gov number, NCT04184622.).";TRUE
"Mapping geographical inequalities in childhood diarrhoeal morbidity and mortality in low-income and middle-income countries, 2000-17: analysis for the Global Burden of Disease Study 2017.BACKGROUND: Across low-income and middle-income countries (LMICs), one in ten deaths in children younger than 5 years is attributable to diarrhoea. The substantial between-country variation in both diarrhoea incidence and mortality is attributable to interventions that protect children, prevent infection, and treat disease. Identifying subnational regions with the highest burden and mapping associated risk factors can aid in reducing preventable childhood diarrhoea. METHODS: We used Bayesian model-based geostatistics and a geolocated dataset comprising 15 072 746 children younger than 5 years from 466 surveys in 94 LMICs, in combination with findings of the Global Burden of Diseases, Injuries, and Risk Factors Study (GBD) 2017, to estimate posterior distributions of diarrhoea prevalence, incidence, and mortality from 2000 to 2017. From these data, we estimated the burden of diarrhoea at varying subnational levels (termed units) by spatially aggregating draws, and we investigated the drivers of subnational patterns by creating aggregated risk factor estimates. FINDINGS: The greatest declines in diarrhoeal mortality were seen in south and southeast Asia and South America, where 54·0% (95% uncertainty interval [UI] 38·1-65·8), 17·4% (7·7-28·4), and 59·5% (34·2-86·9) of units, respectively, recorded decreases in deaths from diarrhoea greater than 10%. Although children in much of Africa remain at high risk of death due to diarrhoea, regions with the most deaths were outside Africa, with the highest mortality units located in Pakistan. Indonesia showed the greatest within-country geographical inequality; some regions had mortality rates nearly four times the average country rate. Reductions in mortality were correlated to improvements in water, sanitation, and hygiene (WASH) or reductions in child growth failure (CGF). Similarly, most high-risk areas had poor WASH, high CGF, or low oral rehydration therapy coverage. INTERPRETATION: By co-analysing geospatial trends in diarrhoeal burden and its key risk factors, we could assess candidate drivers of subnational death reduction. Further, by doing a counterfactual analysis of the remaining disease burden using key risk factors, we identified potential intervention strategies for vulnerable populations. In view of the demands for limited resources in LMICs, accurately quantifying the burden of diarrhoea and its drivers is important for precision public health. FUNDING: Bill & Melinda Gates Foundation.";FALSE
"Inclisiran for the Treatment of Heterozygous Familial Hypercholesterolemia.BACKGROUND: Familial hypercholesterolemia is characterized by an elevated level of low-density lipoprotein (LDL) cholesterol and an increased risk of premature atherosclerotic cardiovascular disease. Monoclonal antibodies directed against proprotein convertase subtilisin-kexin type 9 (PCSK9) have been shown to reduce LDL cholesterol levels by more than 50% but require administration every 2 to 4 weeks. In a phase 2 trial, a twice-yearly injection of inclisiran, a small interfering RNA, was shown to inhibit hepatic synthesis of PCSK9 in adults with heterozygous familial hypercholesterolemia. METHODS: In this phase 3, double-blind trial, we randomly assigned, in a 1:1 ratio, 482 adults who had heterozygous familial hypercholesterolemia to receive subcutaneous injections of inclisiran sodium (at a dose of 300 mg) or matching placebo on days 1, 90, 270, and 450. The two primary end points were the percent change from baseline in the LDL cholesterol level on day 510 and the time-adjusted percent change from baseline in the LDL cholesterol level between day 90 and day 540. RESULTS: The median age of the patients was 56 years, and 47% were men; the mean baseline level of LDL cholesterol was 153 mg per deciliter. At day 510, the percent change in the LDL cholesterol level was a reduction of 39.7% (95% confidence interval [CI], -43.7 to -35.7) in the inclisiran group and an increase of 8.2% (95% CI, 4.3 to 12.2) in the placebo group, for a between-group difference of -47.9 percentage points (95% CI, -53.5 to -42.3; P<0.001). The time-averaged percent change in the LDL cholesterol level between day 90 and day 540 was a reduction of 38.1% (95% CI, -41.1 to -35.1) in the inclisiran group and an increase of 6.2% (95% CI, 3.3 to 9.2) in the placebo group, for a between-group difference of -44.3 percentage points (95% CI, -48.5 to -40.1; P<0.001). There were robust reductions in LDL cholesterol levels in all genotypes of familial hypercholesterolemia. Adverse events and serious adverse events were similar in the two groups. CONCLUSIONS: Among adults with heterozygous familial hypercholesterolemia, those who received inclisiran had significantly lower levels of LDL cholesterol than those who received placebo, with an infrequent dosing regimen and an acceptable safety profile. (Funded by the Medicines Company; ORION-9 ClinicalTrials.gov number, NCT03397121.).";TRUE
